Current time: 0
Waiting people:
>>1 -> (arrT: 55; servT: 3)
	64 -> (arrT: 35; servT: 8)
	837 -> (arrT: 36; servT: 8)
	36 -> (arrT: 38; servT: 8)
	781 -> (arrT: 38; servT: 6)
	636 -> (arrT: 40; servT: 6)
	324 -> (arrT: 42; servT: 6)
	985 -> (arrT: 43; servT: 3)
	767 -> (arrT: 45; servT: 8)
	43 -> (arrT: 48; servT: 4)
	672 -> (arrT: 48; servT: 8)
	738 -> (arrT: 51; servT: 5)
	74 -> (arrT: 54; servT: 3)
	73 -> (arrT: 55; servT: 5)
	827 -> (arrT: 57; servT: 3)
	63 -> (arrT: 59; servT: 8)
server: <Thread #13> has amount of work: 23
	290 -> (arrT: 18; servT: 6)
	499 -> (arrT: 19; servT: 3)
	103 -> (arrT: 22; servT: 4)
	273 -> (arrT: 23; servT: 7)
	856 -> (arrT: 24; servT: 3)
	680 -> (arrT: 26; servT: 6)
	949 -> (arrT: 28; servT: 4)
	546 -> (arrT: 29; servT: 4)
	819 -> (arrT: 30; servT: 4)
	410 -> (arrT: 33; servT: 6)
	340 -> (arrT: 35; servT: 3)
	855 -> (arrT: 36; servT: 7)
	791 -> (arrT: 38; servT: 4)
	700 -> (arrT: 40; servT: 4)
	383 -> (arrT: 42; servT: 6)
	582 -> (arrT: 44; servT: 4)
	848 -> (arrT: 45; servT: 3)
	673 -> (arrT: 48; servT: 5)
	364 -> (arrT: 50; servT: 8)
	859 -> (arrT: 51; servT: 5)
	189 -> (arrT: 55; servT: 8)
	19 -> (arrT: 57; servT: 3)
	832 -> (arrT: 57; servT: 4)
server: <Thread #14> has amount of work: 23
	561 -> (arrT: 19; servT: 2)
	289 -> (arrT: 23; servT: 7)
	22 -> (arrT: 24; servT: 8)
	981 -> (arrT: 24; servT: 6)
	772 -> (arrT: 26; servT: 4)
	560 -> (arrT: 29; servT: 6)
	39 -> (arrT: 30; servT: 7)
	930 -> (arrT: 30; servT: 7)
	526 -> (arrT: 33; servT: 5)
	256 -> (arrT: 36; servT: 7)
	885 -> (arrT: 36; servT: 8)
	967 -> (arrT: 38; servT: 5)
	57 -> (arrT: 39; servT: 4)
	759 -> (arrT: 40; servT: 8)
	594 -> (arrT: 44; servT: 4)
	34 -> (arrT: 45; servT: 3)
	864 -> (arrT: 45; servT: 8)
	784 -> (arrT: 48; servT: 8)
	213 -> (arrT: 51; servT: 4)
	960 -> (arrT: 51; servT: 6)
	197 -> (arrT: 55; servT: 6)
	896 -> (arrT: 57; servT: 7)
	199 -> (arrT: 58; servT: 6)
server: <Thread #15> has amount of work: 23
	720 -> (arrT: 19; servT: 1)
	299 -> (arrT: 21; servT: 3)
	448 -> (arrT: 23; servT: 3)
	171 -> (arrT: 25; servT: 6)
	61 -> (arrT: 26; servT: 3)
	793 -> (arrT: 26; servT: 8)
	579 -> (arrT: 29; servT: 3)
	91 -> (arrT: 31; servT: 7)
	53 -> (arrT: 33; servT: 3)
	551 -> (arrT: 33; servT: 8)
	959 -> (arrT: 36; servT: 4)
	95 -> (arrT: 39; servT: 5)
	198 -> (arrT: 40; servT: 4)
	206 -> (arrT: 41; servT: 6)
	117 -> (arrT: 44; servT: 4)
	645 -> (arrT: 44; servT: 4)
	964 -> (arrT: 45; servT: 7)
	127 -> (arrT: 47; servT: 7)
	802 -> (arrT: 48; servT: 5)
	998 -> (arrT: 51; servT: 7)
	261 -> (arrT: 54; servT: 8)
	218 -> (arrT: 55; servT: 8)
	976 -> (arrT: 57; servT: 4)
server: <Thread #16> has amount of work: 23
	109 -> (arrT: 23; servT: 5)
	600 -> (arrT: 23; servT: 6)
	203 -> (arrT: 25; servT: 8)
	991 -> (arrT: 26; servT: 4)
	611 -> (arrT: 29; servT: 3)
	264 -> (arrT: 30; servT: 3)
	178 -> (arrT: 31; servT: 8)
	682 -> (arrT: 33; servT: 5)
	604 -> (arrT: 35; servT: 8)
	160 -> (arrT: 37; servT: 7)
	26 -> (arrT: 39; servT: 4)
	326 -> (arrT: 39; servT: 3)
	216 -> (arrT: 41; servT: 5)
	412 -> (arrT: 43; servT: 8)
	694 -> (arrT: 44; servT: 6)
	971 -> (arrT: 45; servT: 4)
	358 -> (arrT: 46; servT: 6)
	920 -> (arrT: 48; servT: 3)
	522 -> (arrT: 52; servT: 4)
	519 -> (arrT: 53; servT: 5)
	416 -> (arrT: 55; servT: 3)
	565 -> (arrT: 56; servT: 8)
	215 -> (arrT: 58; servT: 3)
server: <Thread #17> has amount of work: 23
	513 -> (arrT: 20; servT: 7)
	659 -> (arrT: 23; servT: 5)
	121 -> (arrT: 24; servT: 8)
	249 -> (arrT: 25; servT: 6)
	999 -> (arrT: 26; servT: 6)
	628 -> (arrT: 29; servT: 6)
	311 -> (arrT: 30; servT: 4)
	431 -> (arrT: 31; servT: 7)
	716 -> (arrT: 33; servT: 7)
	230 -> (arrT: 37; servT: 3)
	50 -> (arrT: 38; servT: 7)
	370 -> (arrT: 39; servT: 3)
	265 -> (arrT: 41; servT: 4)
	482 -> (arrT: 42; servT: 6)
	800 -> (arrT: 44; servT: 3)
	434 -> (arrT: 46; servT: 6)
	133 -> (arrT: 48; servT: 8)
	973 -> (arrT: 48; servT: 8)
	286 -> (arrT: 51; servT: 4)
	693 -> (arrT: 52; servT: 3)
	427 -> (arrT: 55; servT: 7)
	100 -> (arrT: 58; servT: 5)
	510 -> (arrT: 58; servT: 6)
server: <Thread #18> has amount of work: 23
	334 -> (arrT: 21; servT: 1)
	698 -> (arrT: 23; servT: 5)
	2 -> (arrT: 25; servT: 6)
	313 -> (arrT: 25; servT: 8)
	90 -> (arrT: 27; servT: 8)
	678 -> (arrT: 29; servT: 7)
	362 -> (arrT: 30; servT: 6)
	491 -> (arrT: 31; servT: 6)
	72 -> (arrT: 33; servT: 7)
	946 -> (arrT: 33; servT: 8)
	304 -> (arrT: 37; servT: 3)
	375 -> (arrT: 39; servT: 6)
	125 -> (arrT: 41; servT: 7)
	361 -> (arrT: 41; servT: 6)
	185 -> (arrT: 45; servT: 7)
	517 -> (arrT: 46; servT: 3)
	148 -> (arrT: 47; servT: 7)
	872 -> (arrT: 49; servT: 6)
	145 -> (arrT: 52; servT: 6)
	822 -> (arrT: 52; servT: 4)
	440 -> (arrT: 55; servT: 8)
	60 -> (arrT: 57; servT: 8)
	622 -> (arrT: 58; servT: 3)
server: <Thread #19> has amount of work: 23
	381 -> (arrT: 25; servT: 7)
	186 -> (arrT: 27; servT: 8)
	316 -> (arrT: 28; servT: 7)
	724 -> (arrT: 29; servT: 6)
	493 -> (arrT: 31; servT: 8)
	180 -> (arrT: 32; servT: 5)
	221 -> (arrT: 34; servT: 7)
	279 -> (arrT: 36; servT: 8)
	318 -> (arrT: 37; servT: 6)
	428 -> (arrT: 39; servT: 5)
	219 -> (arrT: 40; servT: 3)
	386 -> (arrT: 41; servT: 6)
	442 -> (arrT: 43; servT: 5)
	214 -> (arrT: 45; servT: 8)
	703 -> (arrT: 46; servT: 5)
	238 -> (arrT: 47; servT: 6)
	904 -> (arrT: 49; servT: 8)
	879 -> (arrT: 52; servT: 5)
	599 -> (arrT: 53; servT: 8)
	497 -> (arrT: 55; servT: 4)
	789 -> (arrT: 56; servT: 6)
	639 -> (arrT: 58; servT: 3)
	202 -> (arrT: 59; servT: 4)
server: <Thread #20> has amount of work: 23
	413 -> (arrT: 17; servT: 5)
	478 -> (arrT: 21; servT: 4)
	257 -> (arrT: 22; servT: 6)
	814 -> (arrT: 23; servT: 4)
	385 -> (arrT: 25; servT: 6)
	400 -> (arrT: 27; servT: 6)
	10 -> (arrT: 29; servT: 3)
	725 -> (arrT: 29; servT: 5)
	677 -> (arrT: 31; servT: 5)
	291 -> (arrT: 34; servT: 7)
	322 -> (arrT: 36; servT: 4)
	650 -> (arrT: 37; servT: 8)
	583 -> (arrT: 39; servT: 4)
	468 -> (arrT: 41; servT: 7)
	300 -> (arrT: 44; servT: 8)
	231 -> (arrT: 45; servT: 6)
	715 -> (arrT: 46; servT: 6)
	921 -> (arrT: 49; servT: 3)
	150 -> (arrT: 52; servT: 7)
	748 -> (arrT: 53; servT: 6)
	498 -> (arrT: 55; servT: 5)
	159 -> (arrT: 57; servT: 6)
	717 -> (arrT: 58; servT: 4)


Current time: 60
Waiting people:
>>3 -> (arrT: 71; servT: 5)
>>9 -> (arrT: 65; servT: 8)
>>14 -> (arrT: 80; servT: 6)
>>25 -> (arrT: 82; servT: 7)
>>27 -> (arrT: 73; servT: 3)
>>31 -> (arrT: 86; servT: 6)
>>33 -> (arrT: 85; servT: 8)
>>42 -> (arrT: 69; servT: 8)
>>45 -> (arrT: 64; servT: 5)
>>48 -> (arrT: 64; servT: 8)
>>51 -> (arrT: 66; servT: 6)
>>67 -> (arrT: 76; servT: 8)
>>68 -> (arrT: 67; servT: 7)
>>69 -> (arrT: 67; servT: 3)
>>71 -> (arrT: 74; servT: 5)
>>80 -> (arrT: 75; servT: 3)
>>81 -> (arrT: 63; servT: 7)
>>83 -> (arrT: 85; servT: 8)
>>87 -> (arrT: 81; servT: 6)
>>92 -> (arrT: 73; servT: 6)
>>93 -> (arrT: 63; servT: 5)
>>94 -> (arrT: 85; servT: 4)
>>97 -> (arrT: 87; servT: 6)
>>99 -> (arrT: 88; servT: 8)
>>104 -> (arrT: 66; servT: 6)
>>108 -> (arrT: 62; servT: 3)
>>112 -> (arrT: 86; servT: 4)
>>118 -> (arrT: 62; servT: 5)
>>119 -> (arrT: 79; servT: 8)
>>120 -> (arrT: 71; servT: 8)
>>122 -> (arrT: 80; servT: 3)
>>128 -> (arrT: 87; servT: 4)
>>129 -> (arrT: 69; servT: 3)
>>130 -> (arrT: 83; servT: 4)
>>134 -> (arrT: 83; servT: 6)
>>135 -> (arrT: 87; servT: 7)
>>140 -> (arrT: 83; servT: 3)
>>141 -> (arrT: 85; servT: 7)
>>142 -> (arrT: 81; servT: 6)
>>144 -> (arrT: 64; servT: 6)
>>146 -> (arrT: 76; servT: 4)
>>147 -> (arrT: 73; servT: 5)
>>149 -> (arrT: 63; servT: 5)
>>152 -> (arrT: 68; servT: 5)
>>153 -> (arrT: 64; servT: 5)
>>154 -> (arrT: 88; servT: 5)
>>155 -> (arrT: 72; servT: 6)
>>158 -> (arrT: 90; servT: 8)
>>166 -> (arrT: 73; servT: 5)
>>172 -> (arrT: 61; servT: 5)
>>173 -> (arrT: 88; servT: 7)
>>175 -> (arrT: 75; servT: 6)
>>183 -> (arrT: 88; servT: 7)
>>184 -> (arrT: 73; servT: 3)
>>190 -> (arrT: 64; servT: 6)
>>191 -> (arrT: 88; servT: 3)
>>193 -> (arrT: 71; servT: 8)
>>194 -> (arrT: 85; servT: 4)
>>195 -> (arrT: 73; servT: 5)
>>204 -> (arrT: 64; servT: 8)
>>209 -> (arrT: 63; servT: 5)
>>210 -> (arrT: 73; servT: 3)
>>211 -> (arrT: 83; servT: 4)
>>217 -> (arrT: 69; servT: 4)
>>222 -> (arrT: 71; servT: 3)
>>223 -> (arrT: 78; servT: 4)
>>224 -> (arrT: 63; servT: 7)
>>228 -> (arrT: 61; servT: 5)
>>232 -> (arrT: 79; servT: 7)
>>235 -> (arrT: 89; servT: 5)
>>236 -> (arrT: 76; servT: 3)
>>239 -> (arrT: 69; servT: 5)
>>240 -> (arrT: 89; servT: 5)
>>241 -> (arrT: 76; servT: 5)
>>243 -> (arrT: 77; servT: 7)
>>247 -> (arrT: 88; servT: 4)
>>251 -> (arrT: 75; servT: 3)
>>253 -> (arrT: 87; servT: 7)
>>266 -> (arrT: 69; servT: 6)
>>267 -> (arrT: 85; servT: 4)
>>268 -> (arrT: 72; servT: 7)
>>270 -> (arrT: 72; servT: 8)
>>274 -> (arrT: 70; servT: 5)
>>275 -> (arrT: 78; servT: 6)
>>277 -> (arrT: 73; servT: 3)
>>278 -> (arrT: 70; servT: 6)
>>281 -> (arrT: 79; servT: 6)
>>288 -> (arrT: 88; servT: 8)
>>292 -> (arrT: 72; servT: 7)
>>294 -> (arrT: 69; servT: 5)
>>295 -> (arrT: 81; servT: 8)
>>296 -> (arrT: 90; servT: 6)
>>298 -> (arrT: 72; servT: 6)
>>301 -> (arrT: 71; servT: 7)
>>303 -> (arrT: 81; servT: 3)
>>309 -> (arrT: 78; servT: 6)
>>314 -> (arrT: 65; servT: 6)
>>315 -> (arrT: 85; servT: 4)
>>320 -> (arrT: 81; servT: 5)
>>328 -> (arrT: 79; servT: 8)
>>331 -> (arrT: 69; servT: 7)
>>333 -> (arrT: 76; servT: 5)
>>337 -> (arrT: 71; servT: 5)
>>343 -> (arrT: 68; servT: 3)
>>345 -> (arrT: 77; servT: 3)
>>351 -> (arrT: 89; servT: 7)
>>352 -> (arrT: 89; servT: 5)
>>354 -> (arrT: 87; servT: 3)
>>355 -> (arrT: 84; servT: 3)
>>360 -> (arrT: 69; servT: 6)
>>363 -> (arrT: 86; servT: 7)
>>366 -> (arrT: 65; servT: 4)
>>373 -> (arrT: 89; servT: 7)
>>378 -> (arrT: 78; servT: 8)
>>379 -> (arrT: 84; servT: 5)
>>380 -> (arrT: 86; servT: 3)
>>382 -> (arrT: 82; servT: 5)
>>390 -> (arrT: 84; servT: 5)
>>394 -> (arrT: 72; servT: 4)
>>396 -> (arrT: 90; servT: 6)
>>399 -> (arrT: 90; servT: 8)
>>403 -> (arrT: 90; servT: 8)
>>405 -> (arrT: 63; servT: 4)
>>408 -> (arrT: 89; servT: 8)
>>409 -> (arrT: 70; servT: 3)
>>414 -> (arrT: 84; servT: 7)
>>417 -> (arrT: 69; servT: 3)
>>419 -> (arrT: 84; servT: 4)
>>421 -> (arrT: 68; servT: 3)
>>437 -> (arrT: 61; servT: 3)
>>438 -> (arrT: 61; servT: 6)
>>439 -> (arrT: 62; servT: 7)
>>445 -> (arrT: 85; servT: 6)
>>446 -> (arrT: 61; servT: 4)
>>453 -> (arrT: 85; servT: 5)
>>454 -> (arrT: 68; servT: 3)
>>456 -> (arrT: 66; servT: 8)
>>457 -> (arrT: 71; servT: 4)
>>461 -> (arrT: 79; servT: 3)
>>462 -> (arrT: 75; servT: 8)
>>463 -> (arrT: 79; servT: 3)
>>464 -> (arrT: 82; servT: 6)
>>465 -> (arrT: 77; servT: 5)
>>466 -> (arrT: 67; servT: 8)
>>470 -> (arrT: 88; servT: 4)
>>471 -> (arrT: 85; servT: 6)
>>475 -> (arrT: 77; servT: 8)
>>480 -> (arrT: 90; servT: 8)
>>483 -> (arrT: 86; servT: 3)
>>484 -> (arrT: 61; servT: 6)
>>486 -> (arrT: 69; servT: 5)
>>487 -> (arrT: 81; servT: 4)
>>490 -> (arrT: 67; servT: 8)
>>496 -> (arrT: 71; servT: 5)
>>500 -> (arrT: 65; servT: 7)
>>502 -> (arrT: 84; servT: 4)
>>503 -> (arrT: 88; servT: 6)
>>505 -> (arrT: 61; servT: 6)
>>506 -> (arrT: 80; servT: 7)
>>516 -> (arrT: 85; servT: 6)
>>520 -> (arrT: 74; servT: 6)
>>529 -> (arrT: 63; servT: 5)
>>530 -> (arrT: 82; servT: 8)
>>532 -> (arrT: 64; servT: 3)
>>533 -> (arrT: 71; servT: 3)
>>536 -> (arrT: 71; servT: 3)
>>538 -> (arrT: 80; servT: 7)
>>539 -> (arrT: 77; servT: 4)
>>541 -> (arrT: 77; servT: 4)
>>547 -> (arrT: 63; servT: 3)
>>549 -> (arrT: 86; servT: 3)
>>550 -> (arrT: 71; servT: 5)
>>553 -> (arrT: 88; servT: 3)
>>555 -> (arrT: 69; servT: 6)
>>558 -> (arrT: 70; servT: 5)
>>563 -> (arrT: 72; servT: 8)
>>564 -> (arrT: 67; servT: 6)
>>568 -> (arrT: 78; servT: 7)
>>570 -> (arrT: 67; servT: 3)
>>584 -> (arrT: 75; servT: 3)
>>586 -> (arrT: 65; servT: 3)
>>592 -> (arrT: 72; servT: 7)
>>593 -> (arrT: 86; servT: 3)
>>595 -> (arrT: 81; servT: 4)
>>598 -> (arrT: 87; servT: 3)
>>603 -> (arrT: 74; servT: 6)
>>605 -> (arrT: 70; servT: 7)
>>607 -> (arrT: 68; servT: 7)
>>608 -> (arrT: 90; servT: 8)
>>612 -> (arrT: 64; servT: 8)
>>614 -> (arrT: 66; servT: 8)
>>616 -> (arrT: 82; servT: 8)
>>618 -> (arrT: 85; servT: 5)
>>619 -> (arrT: 88; servT: 6)
>>620 -> (arrT: 79; servT: 4)
>>623 -> (arrT: 80; servT: 8)
>>627 -> (arrT: 62; servT: 8)
>>630 -> (arrT: 78; servT: 6)
>>631 -> (arrT: 75; servT: 4)
>>638 -> (arrT: 67; servT: 3)
>>641 -> (arrT: 87; servT: 7)
>>642 -> (arrT: 85; servT: 4)
>>646 -> (arrT: 79; servT: 8)
>>647 -> (arrT: 84; servT: 6)
>>651 -> (arrT: 89; servT: 8)
>>655 -> (arrT: 63; servT: 8)
>>656 -> (arrT: 63; servT: 4)
>>657 -> (arrT: 68; servT: 8)
>>661 -> (arrT: 80; servT: 8)
>>663 -> (arrT: 66; servT: 5)
>>664 -> (arrT: 64; servT: 5)
>>668 -> (arrT: 65; servT: 8)
>>679 -> (arrT: 62; servT: 5)
>>687 -> (arrT: 62; servT: 7)
>>688 -> (arrT: 88; servT: 7)
>>695 -> (arrT: 86; servT: 4)
>>696 -> (arrT: 87; servT: 8)
>>704 -> (arrT: 67; servT: 5)
>>706 -> (arrT: 65; servT: 7)
>>707 -> (arrT: 81; servT: 3)
>>710 -> (arrT: 65; servT: 8)
>>711 -> (arrT: 63; servT: 4)
>>718 -> (arrT: 76; servT: 3)
>>719 -> (arrT: 86; servT: 8)
>>721 -> (arrT: 86; servT: 5)
>>723 -> (arrT: 87; servT: 5)
>>726 -> (arrT: 78; servT: 3)
>>730 -> (arrT: 77; servT: 8)
>>731 -> (arrT: 66; servT: 8)
>>741 -> (arrT: 90; servT: 4)
>>745 -> (arrT: 79; servT: 8)
>>749 -> (arrT: 77; servT: 7)
>>750 -> (arrT: 62; servT: 7)
>>751 -> (arrT: 77; servT: 5)
>>752 -> (arrT: 64; servT: 8)
>>755 -> (arrT: 81; servT: 3)
>>757 -> (arrT: 89; servT: 4)
>>758 -> (arrT: 63; servT: 3)
>>761 -> (arrT: 70; servT: 6)
>>768 -> (arrT: 62; servT: 6)
>>770 -> (arrT: 65; servT: 4)
>>773 -> (arrT: 68; servT: 8)
>>774 -> (arrT: 61; servT: 5)
>>776 -> (arrT: 77; servT: 3)
>>782 -> (arrT: 69; servT: 5)
>>783 -> (arrT: 65; servT: 7)
>>790 -> (arrT: 87; servT: 7)
>>797 -> (arrT: 68; servT: 7)
>>799 -> (arrT: 68; servT: 4)
>>805 -> (arrT: 87; servT: 3)
>>809 -> (arrT: 75; servT: 4)
>>812 -> (arrT: 79; servT: 5)
>>813 -> (arrT: 83; servT: 7)
>>816 -> (arrT: 74; servT: 7)
>>821 -> (arrT: 83; servT: 7)
>>825 -> (arrT: 80; servT: 8)
>>826 -> (arrT: 64; servT: 6)
>>834 -> (arrT: 80; servT: 3)
>>835 -> (arrT: 74; servT: 4)
>>836 -> (arrT: 61; servT: 8)
>>846 -> (arrT: 74; servT: 4)
>>849 -> (arrT: 68; servT: 5)
>>853 -> (arrT: 65; servT: 5)
>>865 -> (arrT: 76; servT: 5)
>>869 -> (arrT: 76; servT: 3)
>>874 -> (arrT: 75; servT: 6)
>>875 -> (arrT: 89; servT: 6)
>>877 -> (arrT: 84; servT: 6)
>>878 -> (arrT: 84; servT: 4)
>>880 -> (arrT: 73; servT: 3)
>>881 -> (arrT: 81; servT: 5)
>>882 -> (arrT: 64; servT: 6)
>>895 -> (arrT: 78; servT: 4)
>>898 -> (arrT: 61; servT: 5)
>>899 -> (arrT: 79; servT: 3)
>>901 -> (arrT: 78; servT: 7)
>>903 -> (arrT: 76; servT: 8)
>>905 -> (arrT: 70; servT: 3)
>>907 -> (arrT: 68; servT: 4)
>>908 -> (arrT: 81; servT: 7)
>>909 -> (arrT: 68; servT: 4)
>>910 -> (arrT: 79; servT: 3)
>>911 -> (arrT: 84; servT: 6)
>>912 -> (arrT: 62; servT: 8)
>>913 -> (arrT: 61; servT: 3)
>>919 -> (arrT: 83; servT: 4)
>>923 -> (arrT: 80; servT: 5)
>>926 -> (arrT: 87; servT: 3)
>>927 -> (arrT: 61; servT: 4)
>>929 -> (arrT: 77; servT: 8)
>>932 -> (arrT: 80; servT: 7)
>>935 -> (arrT: 70; servT: 7)
>>937 -> (arrT: 83; servT: 8)
>>938 -> (arrT: 87; servT: 8)
>>940 -> (arrT: 78; servT: 4)
>>943 -> (arrT: 86; servT: 4)
>>947 -> (arrT: 66; servT: 6)
>>948 -> (arrT: 78; servT: 8)
>>950 -> (arrT: 77; servT: 7)
>>952 -> (arrT: 88; servT: 6)
>>953 -> (arrT: 76; servT: 7)
>>954 -> (arrT: 88; servT: 6)
>>955 -> (arrT: 87; servT: 4)
>>958 -> (arrT: 66; servT: 6)
>>962 -> (arrT: 79; servT: 3)
>>965 -> (arrT: 89; servT: 3)
>>969 -> (arrT: 83; servT: 7)
>>970 -> (arrT: 69; servT: 3)
>>972 -> (arrT: 90; servT: 8)
>>977 -> (arrT: 74; servT: 5)
>>978 -> (arrT: 72; servT: 4)
>>979 -> (arrT: 66; servT: 8)
>>982 -> (arrT: 79; servT: 5)
>>988 -> (arrT: 79; servT: 3)
>>993 -> (arrT: 62; servT: 5)
>>995 -> (arrT: 63; servT: 7)
>>996 -> (arrT: 68; servT: 7)
>>1000 -> (arrT: 73; servT: 3)

State of servers:
server: <Thread #1> has amount of work: 24
	227 -> (arrT: 19; servT: 7)
	495 -> (arrT: 21; servT: 8)
	111 -> (arrT: 23; servT: 3)
	857 -> (arrT: 23; servT: 3)
	398 -> (arrT: 25; servT: 7)
	179 -> (arrT: 26; servT: 8)
	432 -> (arrT: 27; servT: 8)
	838 -> (arrT: 29; servT: 7)
	683 -> (arrT: 31; servT: 4)
	86 -> (arrT: 34; servT: 6)
	305 -> (arrT: 34; servT: 4)
	699 -> (arrT: 37; servT: 7)
	737 -> (arrT: 39; servT: 8)
	521 -> (arrT: 41; servT: 5)
	523 -> (arrT: 42; servT: 8)
	258 -> (arrT: 45; servT: 5)
	769 -> (arrT: 46; servT: 5)
	344 -> (arrT: 49; servT: 4)
	997 -> (arrT: 49; servT: 6)
	754 -> (arrT: 53; servT: 6)
	509 -> (arrT: 55; servT: 7)
	983 -> (arrT: 55; servT: 8)
	808 -> (arrT: 58; servT: 6)
	391 -> (arrT: 59; servT: 6)
server: <Thread #2> has amount of work: 24
	576 -> (arrT: 21; servT: 4)
	113 -> (arrT: 23; servT: 3)
	956 -> (arrT: 23; servT: 5)
	606 -> (arrT: 25; servT: 4)
	488 -> (arrT: 27; servT: 3)
	126 -> (arrT: 29; servT: 7)
	840 -> (arrT: 29; servT: 6)
	842 -> (arrT: 31; servT: 4)
	177 -> (arrT: 34; servT: 3)
	359 -> (arrT: 34; servT: 5)
	862 -> (arrT: 37; servT: 7)
	79 -> (arrT: 38; servT: 3)
	811 -> (arrT: 39; servT: 6)
	534 -> (arrT: 41; servT: 5)
	851 -> (arrT: 42; servT: 3)
	415 -> (arrT: 45; servT: 6)
	891 -> (arrT: 46; servT: 6)
	424 -> (arrT: 49; servT: 6)
	406 -> (arrT: 50; servT: 5)
	763 -> (arrT: 53; servT: 8)
	372 -> (arrT: 54; servT: 4)
	569 -> (arrT: 55; servT: 4)
	844 -> (arrT: 58; servT: 7)
	634 -> (arrT: 59; servT: 6)
server: <Thread #3> has amount of work: 24
	244 -> (arrT: 21; servT: 5)
	666 -> (arrT: 21; servT: 8)
	137 -> (arrT: 24; servT: 3)
	615 -> (arrT: 25; servT: 8)
	494 -> (arrT: 27; servT: 3)
	353 -> (arrT: 28; servT: 5)
	850 -> (arrT: 29; servT: 5)
	933 -> (arrT: 31; servT: 3)
	255 -> (arrT: 32; servT: 6)
	392 -> (arrT: 34; servT: 7)
	868 -> (arrT: 37; servT: 5)
	138 -> (arrT: 38; servT: 4)
	887 -> (arrT: 39; servT: 3)
	535 -> (arrT: 41; servT: 5)
	423 -> (arrT: 45; servT: 6)
	66 -> (arrT: 46; servT: 4)
	987 -> (arrT: 45; servT: 7)
	786 -> (arrT: 49; servT: 5)
	420 -> (arrT: 50; servT: 4)
	55 -> (arrT: 54; servT: 4)
	447 -> (arrT: 54; servT: 6)
	701 -> (arrT: 55; servT: 3)
	115 -> (arrT: 58; servT: 4)
	925 -> (arrT: 58; servT: 5)
server: <Thread #4> has amount of work: 24
	692 -> (arrT: 21; servT: 6)
	308 -> (arrT: 24; servT: 8)
	89 -> (arrT: 25; servT: 8)
	626 -> (arrT: 25; servT: 5)
	542 -> (arrT: 27; servT: 6)
	861 -> (arrT: 29; servT: 6)
	473 -> (arrT: 30; servT: 5)
	338 -> (arrT: 32; servT: 7)
	84 -> (arrT: 33; servT: 8)
	518 -> (arrT: 34; servT: 8)
	928 -> (arrT: 37; servT: 4)
	49 -> (arrT: 39; servT: 3)
	918 -> (arrT: 39; servT: 6)
	830 -> (arrT: 41; servT: 4)
	443 -> (arrT: 43; servT: 3)
	469 -> (arrT: 45; servT: 3)
	310 -> (arrT: 47; servT: 7)
	481 -> (arrT: 50; servT: 8)
	441 -> (arrT: 51; servT: 5)
	467 -> (arrT: 54; servT: 8)
	1 -> (arrT: 55; servT: 3)
	740 -> (arrT: 55; servT: 3)
	136 -> (arrT: 58; servT: 8)
	968 -> (arrT: 58; servT: 4)
server: <Thread #5> has amount of work: 24
	312 -> (arrT: 16; servT: 1)
	966 -> (arrT: 16; servT: 8)
	775 -> (arrT: 21; servT: 5)
	283 -> (arrT: 22; servT: 7)
	317 -> (arrT: 24; servT: 5)
	640 -> (arrT: 25; servT: 8)
	674 -> (arrT: 27; servT: 5)
	527 -> (arrT: 28; servT: 7)
	936 -> (arrT: 29; servT: 6)
	669 -> (arrT: 32; servT: 4)
	578 -> (arrT: 34; servT: 3)
	884 -> (arrT: 35; servT: 4)
	974 -> (arrT: 37; servT: 5)
	237 -> (arrT: 40; servT: 5)
	168 -> (arrT: 41; servT: 4)
	858 -> (arrT: 41; servT: 6)
	479 -> (arrT: 45; servT: 8)
	444 -> (arrT: 47; servT: 7)
	143 -> (arrT: 48; servT: 5)
	515 -> (arrT: 50; servT: 4)
	573 -> (arrT: 54; servT: 8)
	6 -> (arrT: 55; servT: 6)
	803 -> (arrT: 55; servT: 7)
	714 -> (arrT: 59; servT: 3)
server: <Thread #6> has amount of work: 24
	876 -> (arrT: 21; servT: 2)
	170 -> (arrT: 23; servT: 8)
	504 -> (arrT: 24; servT: 7)
	667 -> (arrT: 25; servT: 5)
	30 -> (arrT: 27; servT: 5)
	742 -> (arrT: 27; servT: 5)
	580 -> (arrT: 30; servT: 4)
	21 -> (arrT: 32; servT: 8)
	722 -> (arrT: 32; servT: 3)
	587 -> (arrT: 34; servT: 3)
	116 -> (arrT: 37; servT: 4)
	246 -> (arrT: 38; servT: 6)
	262 -> (arrT: 40; servT: 3)
	892 -> (arrT: 41; servT: 5)
	511 -> (arrT: 43; servT: 3)
	544 -> (arrT: 45; servT: 8)
	476 -> (arrT: 47; servT: 5)
	157 -> (arrT: 50; servT: 5)
	537 -> (arrT: 50; servT: 5)
	110 -> (arrT: 53; servT: 8)
	596 -> (arrT: 54; servT: 6)
	829 -> (arrT: 55; servT: 8)
	229 -> (arrT: 57; servT: 4)
	732 -> (arrT: 59; servT: 7)
server: <Thread #7> has amount of work: 24
	436 -> (arrT: 20; servT: 5)
	459 -> (arrT: 22; servT: 8)
	512 -> (arrT: 24; servT: 5)
	96 -> (arrT: 25; servT: 7)
	734 -> (arrT: 25; servT: 6)
	766 -> (arrT: 27; servT: 8)
